prolific_id,condition,view_history,rt,run_id,trial_type,trial_index,time_elapsed,device,success,timeout,failed_images,failed_audio,failed_video,stimulus,response,exemplar_name,exemplar_img,extension_left_img,extension_center_img,extension_right_img,question_order,slider_start
143,37,"[{""page_index"":0,""viewing_time"":2411}]",2412,1,instructions,0,2413,Macintosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,37,NA,NA,1,fullscreen,1,4775,Macintosh,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,37,"[{""page_index"":0,""viewing_time"":1184}]",1185,1,instructions,2,5961,Macintosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,37,NA,NA,1,preload,3,7400,Macintosh,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
143,37,NA,null,1,html-button-response,4,12403,Macintosh,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""red_crepe_snowman_exemplar.png"" height=""300"" width=""300""></img>",null,coba,red_crepe_snowman_exemplar.png,NA,NA,NA,NA,NA
143,37,NA,NA,1,preload,5,12406,Macintosh,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
143,37,NA,3266,1,html-button-response,6,15673,Macintosh,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""red_crepe_snowman_exemplar.png"" height=""300"" width=""300""></img>
<p>One of these is also a coba.</p>",1,NA,NA,red_foam_arch_extension.png,yellow_yarn_snowman_extension.png,blue_crepe_lamp_extension.png,NA,NA
143,37,NA,7089,1,survey-text,7,22764,Macintosh,NA,NA,NA,NA,NA,NA,"{""extensionLeftImg_exemplar_commonalities"":""the color red""}",NA,red_crepe_snowman_exemplar.png,red_foam_arch_extension.png,NA,NA,NA,NA
143,37,NA,6140,1,survey-text,8,28906,Macintosh,NA,NA,NA,NA,NA,NA,"{""extensionCenterImg_exemplar_commonalities"":""their shape""}",NA,red_crepe_snowman_exemplar.png,NA,yellow_yarn_snowman_extension.png,NA,NA,NA
143,37,NA,14100,1,survey-text,9,43006,Macintosh,NA,NA,NA,NA,NA,NA,"{""extensionRightImg_exemplar_commonalities"":""the material they are made out of""}",NA,red_crepe_snowman_exemplar.png,NA,NA,blue_crepe_lamp_extension.png,NA,NA
143,37,"[{""page_index"":0,""viewing_time"":2653}]",2653,1,instructions,10,45661,Macintosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,37,NA,2357,1,survey-text,11,48027,Macintosh,NA,NA,NA,NA,NA,NA,"{""Age"":""20""}",NA,NA,NA,NA,NA,NA,NA
143,37,NA,6057,1,survey-multi-choice,12,54086,Macintosh,NA,NA,NA,NA,NA,NA,"{""BornUSA"":""Yes"",""ChildhoodUSA"":""Yes"",""CurrentUSA"":""Yes""}",NA,NA,NA,NA,NA,"[0,1,2]",NA
143,37,NA,20702,1,survey-text,13,74803,Macintosh,NA,NA,NA,NA,NA,NA,"{""CurrentZipcode"":""352"",""ChildhoodZipcode"":""352""}",NA,NA,NA,NA,NA,NA,NA
143,37,NA,7738,1,survey-text,14,82549,Macintosh,NA,NA,NA,NA,NA,NA,"{""FirstLanguage"":""English"",""AllLanguages"":""English""}",NA,NA,NA,NA,NA,NA,NA
143,37,NA,8267,1,html-slider-response,15,90817,Macintosh,NA,NA,NA,NA,NA,<p>How would you describe the location <b>where you currently live</b>?</p>,67,NA,NA,NA,NA,NA,NA,50
143,37,NA,8119,1,html-slider-response,16,98938,Macintosh,NA,NA,NA,NA,NA,"<p>How would you describe the location <b>where you grew up</b> (if multiple, choose the one that you spent the most time in before 18 years old)?</p>",62,NA,NA,NA,NA,NA,NA,50
143,37,"[{""page_index"":0,""viewing_time"":10423}]",10423,1,instructions,17,109365,Macintosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,48,"[{""page_index"":0,""viewing_time"":3334}]",3334,10,instructions,0,3335,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,48,NA,NA,10,fullscreen,1,6344,WebKit,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,48,"[{""page_index"":0,""viewing_time"":2201}]",2201,10,instructions,2,8545,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,48,NA,NA,10,preload,3,9173,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
303,48,NA,null,10,html-button-response,4,14182,WebKit,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""yellow_foam_lamp_exemplar.png"" height=""300"" width=""300""></img>",null,coba,yellow_foam_lamp_exemplar.png,NA,NA,NA,NA,NA
303,48,NA,NA,10,preload,5,14183,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
303,48,NA,3959,10,html-button-response,6,18143,WebKit,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""yellow_foam_lamp_exemplar.png"" height=""300"" width=""300""></img>
<p>One of these is also a coba.</p>",0,NA,NA,blue_crepe_lamp_extension.png,yellow_yarn_snowman_extension.png,red_foam_arch_extension.png,NA,NA
303,48,NA,10431,10,survey-text,7,28585,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionLeftImg_exemplar_commonalities"":""Their shape""}",NA,yellow_foam_lamp_exemplar.png,blue_crepe_lamp_extension.png,NA,NA,NA,NA
303,48,NA,4855,10,survey-text,8,33443,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionCenterImg_exemplar_commonalities"":""Color""}",NA,yellow_foam_lamp_exemplar.png,NA,yellow_yarn_snowman_extension.png,NA,NA,NA
303,48,NA,10113,10,survey-text,9,43564,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionRightImg_exemplar_commonalities"":""squiggley lines pattern""}",NA,yellow_foam_lamp_exemplar.png,NA,NA,red_foam_arch_extension.png,NA,NA
303,48,"[{""page_index"":0,""viewing_time"":1594}]",1594,10,instructions,10,45159,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,48,NA,2536,10,survey-text,11,47699,WebKit,NA,NA,NA,NA,NA,NA,"{""Age"":""38""}",NA,NA,NA,NA,NA,NA,NA
303,48,NA,5171,10,survey-multi-choice,12,52872,WebKit,NA,NA,NA,NA,NA,NA,"{""BornUSA"":""Yes"",""ChildhoodUSA"":""Yes"",""CurrentUSA"":""Yes""}",NA,NA,NA,NA,NA,"[0,1,2]",NA
303,48,NA,14586,10,survey-text,13,67469,WebKit,NA,NA,NA,NA,NA,NA,"{""CurrentZipcode"":""481"",""ChildhoodZipcode"":""481""}",NA,NA,NA,NA,NA,NA,NA
303,48,NA,6574,10,survey-text,14,74047,WebKit,NA,NA,NA,NA,NA,NA,"{""FirstLanguage"":""English"",""AllLanguages"":""English""}",NA,NA,NA,NA,NA,NA,NA
303,48,NA,4104,10,html-slider-response,15,78152,WebKit,NA,NA,NA,NA,NA,<p>How would you describe the location <b>where you currently live</b>?</p>,50,NA,NA,NA,NA,NA,NA,50
303,48,NA,1818,10,html-slider-response,16,79971,WebKit,NA,NA,NA,NA,NA,"<p>How would you describe the location <b>where you grew up</b> (if multiple, choose the one that you spent the most time in before 18 years old)?</p>",50,NA,NA,NA,NA,NA,NA,50
303,48,"[{""page_index"":0,""viewing_time"":6594}]",6595,10,instructions,17,86566,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,31,"[{""page_index"":0,""viewing_time"":2188}]",2189,11,instructions,0,2191,Macintosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,31,NA,NA,11,fullscreen,1,4666,Macintosh,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,31,"[{""page_index"":0,""viewing_time"":1375}]",1375,11,instructions,2,6042,Macintosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,31,NA,NA,11,preload,3,6468,Macintosh,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
276,31,NA,null,11,html-button-response,4,11470,Macintosh,NA,NA,NA,NA,NA,"<p>This is a dax.</p> 
<img src=""blue_yarn_arch_exemplar.png"" height=""300"" width=""300""></img>",null,dax,blue_yarn_arch_exemplar.png,NA,NA,NA,NA,NA
276,31,NA,NA,11,preload,5,11472,Macintosh,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
276,31,NA,9197,11,html-button-response,6,20670,Macintosh,NA,NA,NA,NA,NA,"<p>This is a dax.</p> 
<img src=""blue_yarn_arch_exemplar.png"" height=""300"" width=""300""></img>
<p>One of these is also a dax.</p>",1,NA,NA,red_foam_arch_extension.png,yellow_yarn_snowman_extension.png,blue_crepe_lamp_extension.png,NA,NA
276,31,NA,5683,11,survey-text,7,26363,Macintosh,NA,NA,NA,NA,NA,NA,"{""extensionLeftImg_exemplar_commonalities"":""Shape""}",NA,blue_yarn_arch_exemplar.png,red_foam_arch_extension.png,NA,NA,NA,NA
276,31,NA,6551,11,survey-text,8,32917,Macintosh,NA,NA,NA,NA,NA,NA,"{""extensionCenterImg_exemplar_commonalities"":""Made of yarn wrapped on an object""}",NA,blue_yarn_arch_exemplar.png,NA,yellow_yarn_snowman_extension.png,NA,NA,NA
276,31,NA,3183,11,survey-text,9,36103,Macintosh,NA,NA,NA,NA,NA,NA,"{""extensionRightImg_exemplar_commonalities"":""color""}",NA,blue_yarn_arch_exemplar.png,NA,NA,blue_crepe_lamp_extension.png,NA,NA
276,31,"[{""page_index"":0,""viewing_time"":3633}]",3633,11,instructions,10,39737,Macintosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,31,NA,1878,11,survey-text,11,41617,Macintosh,NA,NA,NA,NA,NA,NA,"{""Age"":""33""}",NA,NA,NA,NA,NA,NA,NA
276,31,NA,5986,11,survey-multi-choice,12,47606,Macintosh,NA,NA,NA,NA,NA,NA,"{""BornUSA"":""No"",""ChildhoodUSA"":""No"",""CurrentUSA"":""Yes""}",NA,NA,NA,NA,NA,"[0,1,2]",NA
276,31,NA,13757,11,survey-text,13,61369,Macintosh,NA,NA,NA,NA,NA,NA,"{""CurrentZipcode"":""231"",""ChildhoodZipcode"":""J9J""}",NA,NA,NA,NA,NA,NA,NA
276,31,NA,4196,11,survey-text,14,65568,Macintosh,NA,NA,NA,NA,NA,NA,"{""FirstLanguage"":""English"",""AllLanguages"":""English""}",NA,NA,NA,NA,NA,NA,NA
276,31,NA,3946,11,html-slider-response,15,69516,Macintosh,NA,NA,NA,NA,NA,<p>How would you describe the location <b>where you currently live</b>?</p>,50,NA,NA,NA,NA,NA,NA,50
276,31,NA,3954,11,html-slider-response,16,73472,Macintosh,NA,NA,NA,NA,NA,"<p>How would you describe the location <b>where you grew up</b> (if multiple, choose the one that you spent the most time in before 18 years old)?</p>",50,NA,NA,NA,NA,NA,NA,50
276,31,"[{""page_index"":0,""viewing_time"":3547}]",3547,11,instructions,17,77020,Macintosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,38,"[{""page_index"":0,""viewing_time"":2353}]",2353,13,instructions,0,2354,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,38,NA,NA,13,fullscreen,1,5498,WebKit,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,38,"[{""page_index"":0,""viewing_time"":2974}]",2974,13,instructions,2,8473,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,38,NA,NA,13,preload,3,9049,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
230,38,NA,null,13,html-button-response,4,14065,WebKit,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""red_crepe_snowman_exemplar.png"" height=""300"" width=""300""></img>",null,coba,red_crepe_snowman_exemplar.png,NA,NA,NA,NA,NA
230,38,NA,NA,13,preload,5,14067,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
230,38,NA,3982,13,html-button-response,6,18049,WebKit,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""red_crepe_snowman_exemplar.png"" height=""300"" width=""300""></img>
<p>One of these is also a coba.</p>",1,NA,NA,red_foam_arch_extension.png,blue_crepe_lamp_extension.png,yellow_yarn_snowman_extension.png,NA,NA
230,38,NA,9593,13,survey-text,7,27650,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionLeftImg_exemplar_commonalities"":""the color red""}",NA,red_crepe_snowman_exemplar.png,red_foam_arch_extension.png,NA,NA,NA,NA
230,38,NA,6012,13,survey-text,8,33665,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionCenterImg_exemplar_commonalities"":""texture""}",NA,red_crepe_snowman_exemplar.png,NA,blue_crepe_lamp_extension.png,NA,NA,NA
230,38,NA,3710,13,survey-text,9,37378,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionRightImg_exemplar_commonalities"":""shape""}",NA,red_crepe_snowman_exemplar.png,NA,NA,yellow_yarn_snowman_extension.png,NA,NA
230,38,"[{""page_index"":0,""viewing_time"":1973}]",1974,13,instructions,10,39352,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,38,NA,1829,13,survey-text,11,41185,WebKit,NA,NA,NA,NA,NA,NA,"{""Age"":""31""}",NA,NA,NA,NA,NA,NA,NA
230,38,NA,6031,13,survey-multi-choice,12,47218,WebKit,NA,NA,NA,NA,NA,NA,"{""BornUSA"":""Yes"",""ChildhoodUSA"":""Yes"",""CurrentUSA"":""Yes""}",NA,NA,NA,NA,NA,"[0,1,2]",NA
230,38,NA,11974,13,survey-text,13,59202,WebKit,NA,NA,NA,NA,NA,NA,"{""CurrentZipcode"":""351"",""ChildhoodZipcode"":""350""}",NA,NA,NA,NA,NA,NA,NA
230,38,NA,3558,13,survey-text,14,62762,WebKit,NA,NA,NA,NA,NA,NA,"{""FirstLanguage"":""english"",""AllLanguages"":""""}",NA,NA,NA,NA,NA,NA,NA
230,38,NA,5860,13,html-slider-response,15,68625,WebKit,NA,NA,NA,NA,NA,<p>How would you describe the location <b>where you currently live</b>?</p>,23,NA,NA,NA,NA,NA,NA,50
230,38,NA,4135,13,html-slider-response,16,72761,WebKit,NA,NA,NA,NA,NA,"<p>How would you describe the location <b>where you grew up</b> (if multiple, choose the one that you spent the most time in before 18 years old)?</p>",21,NA,NA,NA,NA,NA,NA,50
230,38,"[{""page_index"":0,""viewing_time"":3846}]",3846,13,instructions,17,76609,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,1,"[{""page_index"":0,""viewing_time"":2170}]",2170,12,instructions,0,2171,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,1,NA,NA,12,fullscreen,1,4556,WebKit,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,1,"[{""page_index"":0,""viewing_time"":2052}]",2052,12,instructions,2,6608,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,1,NA,NA,12,preload,3,6839,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
405,1,NA,null,12,html-button-response,4,11853,WebKit,NA,NA,NA,NA,NA,"<p>This is a fep.</p> 
<img src=""red_crepe_snowman_exemplar.png"" height=""300"" width=""300""></img>",null,fep,red_crepe_snowman_exemplar.png,NA,NA,NA,NA,NA
405,1,NA,NA,12,preload,5,11855,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
405,1,NA,11348,12,html-button-response,6,23204,WebKit,NA,NA,NA,NA,NA,"<p>This is a fep.</p> 
<img src=""red_crepe_snowman_exemplar.png"" height=""300"" width=""300""></img>
<p>One of these is also a fep.</p>",2,NA,NA,red_foam_arch_extension.png,yellow_yarn_snowman_extension.png,blue_crepe_lamp_extension.png,NA,NA
405,1,NA,9762,12,survey-text,7,32978,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionLeftImg_exemplar_commonalities"":""color""}",NA,red_crepe_snowman_exemplar.png,red_foam_arch_extension.png,NA,NA,NA,NA
405,1,NA,5926,12,survey-text,8,38907,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionCenterImg_exemplar_commonalities"":""shape""}",NA,red_crepe_snowman_exemplar.png,NA,yellow_yarn_snowman_extension.png,NA,NA,NA
405,1,NA,8733,12,survey-text,9,47644,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionRightImg_exemplar_commonalities"":""material""}",NA,red_crepe_snowman_exemplar.png,NA,NA,blue_crepe_lamp_extension.png,NA,NA
405,1,"[{""page_index"":0,""viewing_time"":1621}]",1621,12,instructions,10,49265,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,1,NA,3139,12,survey-text,11,52408,WebKit,NA,NA,NA,NA,NA,NA,"{""Age"":""37""}",NA,NA,NA,NA,NA,NA,NA
405,1,NA,6052,12,survey-multi-choice,12,58462,WebKit,NA,NA,NA,NA,NA,NA,"{""BornUSA"":""Yes"",""ChildhoodUSA"":""Yes"",""CurrentUSA"":""Yes""}",NA,NA,NA,NA,NA,"[0,1,2]",NA
405,1,NA,12921,12,survey-text,13,71393,WebKit,NA,NA,NA,NA,NA,NA,"{""CurrentZipcode"":""850"",""ChildhoodZipcode"":""970""}",NA,NA,NA,NA,NA,NA,NA
405,1,NA,22375,12,survey-text,14,93772,WebKit,NA,NA,NA,NA,NA,NA,"{""FirstLanguage"":""English"",""AllLanguages"":""English""}",NA,NA,NA,NA,NA,NA,NA
405,1,NA,4990,12,html-slider-response,15,98765,WebKit,NA,NA,NA,NA,NA,<p>How would you describe the location <b>where you currently live</b>?</p>,60,NA,NA,NA,NA,NA,NA,50
405,1,NA,4405,12,html-slider-response,16,103171,WebKit,NA,NA,NA,NA,NA,"<p>How would you describe the location <b>where you grew up</b> (if multiple, choose the one that you spent the most time in before 18 years old)?</p>",49,NA,NA,NA,NA,NA,NA,50
405,1,"[{""page_index"":0,""viewing_time"":7789}]",7789,12,instructions,17,110962,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,34,"[{""page_index"":0,""viewing_time"":956}]",956,14,instructions,0,957,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,34,NA,NA,14,fullscreen,1,3106,WebKit,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,34,"[{""page_index"":0,""viewing_time"":3380}]",3380,14,instructions,2,6487,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,34,NA,NA,14,preload,3,6949,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
150,34,NA,null,14,html-button-response,4,11960,WebKit,NA,NA,NA,NA,NA,"<p>This is a dax.</p> 
<img src=""blue_yarn_arch_exemplar.png"" height=""300"" width=""300""></img>",null,dax,blue_yarn_arch_exemplar.png,NA,NA,NA,NA,NA
150,34,NA,NA,14,preload,5,11961,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
150,34,NA,1367,14,html-button-response,6,13329,WebKit,NA,NA,NA,NA,NA,"<p>This is a dax.</p> 
<img src=""blue_yarn_arch_exemplar.png"" height=""300"" width=""300""></img>
<p>One of these is also a dax.</p>",2,NA,NA,yellow_yarn_snowman_extension.png,blue_crepe_lamp_extension.png,red_foam_arch_extension.png,NA,NA
150,34,NA,8296,14,survey-text,7,21629,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionLeftImg_exemplar_commonalities"":""both made of yarn""}",NA,blue_yarn_arch_exemplar.png,yellow_yarn_snowman_extension.png,NA,NA,NA,NA
150,34,NA,5711,14,survey-text,8,27341,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionCenterImg_exemplar_commonalities"":""same color""}",NA,blue_yarn_arch_exemplar.png,NA,blue_crepe_lamp_extension.png,NA,NA,NA
150,34,NA,6937,14,survey-text,9,34279,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionRightImg_exemplar_commonalities"":""same shape""}",NA,blue_yarn_arch_exemplar.png,NA,NA,red_foam_arch_extension.png,NA,NA
150,34,"[{""page_index"":0,""viewing_time"":1712}]",1712,14,instructions,10,35992,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,34,NA,1885,14,survey-text,11,37879,WebKit,NA,NA,NA,NA,NA,NA,"{""Age"":""19""}",NA,NA,NA,NA,NA,NA,NA
150,34,NA,6320,14,survey-multi-choice,12,44200,WebKit,NA,NA,NA,NA,NA,NA,"{""BornUSA"":""Yes"",""ChildhoodUSA"":""Yes"",""CurrentUSA"":""Yes""}",NA,NA,NA,NA,NA,"[0,1,2]",NA
150,34,NA,11999,14,survey-text,13,56205,WebKit,NA,NA,NA,NA,NA,NA,"{""CurrentZipcode"":""770"",""ChildhoodZipcode"":""770""}",NA,NA,NA,NA,NA,NA,NA
150,34,NA,6478,14,survey-text,14,62684,WebKit,NA,NA,NA,NA,NA,NA,"{""FirstLanguage"":""spanish"",""AllLanguages"":""spanish, english""}",NA,NA,NA,NA,NA,NA,NA
150,34,NA,12383,14,html-slider-response,15,75068,WebKit,NA,NA,NA,NA,NA,<p>How would you describe the location <b>where you currently live</b>?</p>,50,NA,NA,NA,NA,NA,NA,50
150,34,NA,4981,14,html-slider-response,16,80050,WebKit,NA,NA,NA,NA,NA,"<p>How would you describe the location <b>where you grew up</b> (if multiple, choose the one that you spent the most time in before 18 years old)?</p>",50,NA,NA,NA,NA,NA,NA,50
150,34,"[{""page_index"":0,""viewing_time"":1448}]",1448,14,instructions,17,81499,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,42,"[{""page_index"":0,""viewing_time"":160175}]",160175,16,instructions,0,160178,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,42,NA,NA,16,fullscreen,1,169178,WebKit,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,42,"[{""page_index"":0,""viewing_time"":18269}]",18269,16,instructions,2,187448,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,42,NA,NA,16,preload,3,187648,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
354,42,NA,null,16,html-button-response,4,192650,WebKit,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""red_crepe_snowman_exemplar.png"" height=""300"" width=""300""></img>",null,coba,red_crepe_snowman_exemplar.png,NA,NA,NA,NA,NA
354,42,NA,NA,16,preload,5,192651,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
354,42,NA,17979,16,html-button-response,6,210632,WebKit,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""red_crepe_snowman_exemplar.png"" height=""300"" width=""300""></img>
<p>One of these is also a coba.</p>",1,NA,NA,blue_crepe_lamp_extension.png,yellow_yarn_snowman_extension.png,red_foam_arch_extension.png,NA,NA
354,42,NA,19632,16,survey-text,7,230273,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionLeftImg_exemplar_commonalities"":""Theyre made of paper""}",NA,red_crepe_snowman_exemplar.png,blue_crepe_lamp_extension.png,NA,NA,NA,NA
354,42,NA,10282,16,survey-text,8,240560,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionCenterImg_exemplar_commonalities"":""Theyre the same shape ""}",NA,red_crepe_snowman_exemplar.png,NA,yellow_yarn_snowman_extension.png,NA,NA,NA
354,42,NA,18571,16,survey-text,9,259136,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionRightImg_exemplar_commonalities"":""Theyre both red ""}",NA,red_crepe_snowman_exemplar.png,NA,NA,red_foam_arch_extension.png,NA,NA
354,42,"[{""page_index"":0,""viewing_time"":2981}]",2982,16,instructions,10,262120,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,42,NA,62803,16,survey-text,11,324927,WebKit,NA,NA,NA,NA,NA,NA,"{""Age"":""25""}",NA,NA,NA,NA,NA,NA,NA
354,42,NA,106372,16,survey-multi-choice,12,431302,WebKit,NA,NA,NA,NA,NA,NA,"{""BornUSA"":""Yes"",""ChildhoodUSA"":""Yes"",""CurrentUSA"":""Yes""}",NA,NA,NA,NA,NA,"[0,1,2]",NA
354,42,NA,52509,16,survey-text,13,483821,WebKit,NA,NA,NA,NA,NA,NA,"{""CurrentZipcode"":""465"",""ChildhoodZipcode"":""465""}",NA,NA,NA,NA,NA,NA,NA
354,42,NA,43562,16,survey-text,14,527389,WebKit,NA,NA,NA,NA,NA,NA,"{""FirstLanguage"":""English"",""AllLanguages"":""English""}",NA,NA,NA,NA,NA,NA,NA
354,42,NA,52789,16,html-slider-response,15,580181,WebKit,NA,NA,NA,NA,NA,<p>How would you describe the location <b>where you currently live</b>?</p>,59,NA,NA,NA,NA,NA,NA,50
354,42,NA,7445,16,html-slider-response,16,587628,WebKit,NA,NA,NA,NA,NA,"<p>How would you describe the location <b>where you grew up</b> (if multiple, choose the one that you spent the most time in before 18 years old)?</p>",95,NA,NA,NA,NA,NA,NA,50
354,42,"[{""page_index"":0,""viewing_time"":35870}]",35871,16,instructions,17,623500,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,43,"[{""page_index"":0,""viewing_time"":4224}]",4225,15,instructions,0,4228,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,43,NA,NA,15,fullscreen,1,6596,WebKit,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,43,"[{""page_index"":0,""viewing_time"":1778}]",1779,15,instructions,2,8378,WebKit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,43,NA,NA,15,preload,3,8974,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
35,43,NA,null,15,html-button-response,4,13992,WebKit,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""yellow_foam_lamp_exemplar.png"" height=""300"" width=""300""></img>",null,coba,yellow_foam_lamp_exemplar.png,NA,NA,NA,NA,NA
35,43,NA,NA,15,preload,5,13997,WebKit,TRUE,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA
35,43,NA,3217,15,html-button-response,6,17218,WebKit,NA,NA,NA,NA,NA,"<p>This is a coba.</p> 
<img src=""yellow_foam_lamp_exemplar.png"" height=""300"" width=""300""></img>
<p>One of these is also a coba.</p>",0,NA,NA,red_foam_arch_extension.png,yellow_yarn_snowman_extension.png,blue_crepe_lamp_extension.png,NA,NA
35,43,NA,6900,15,survey-text,7,24131,WebKit,NA,NA,NA,NA,NA,NA,"{""extensionLeftImg_exemplar_commonalities"":""Squiggly lines""}",NA,yellow_foam_lamp_exemplar.png,red_foam_arch_extension.png,NA,NA,NA,NA
